id_Location,id_Date,MinTemp,MaxTemp,Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Temp9am,Temp3pm,RainToday,RainTomorrow,Month_cos,Month_sin,Season_cos,Season_sin,WindGustDir_cos,WindGustDir_sin,WindDir9am_cos,WindDir9am_sin,WindDir3pm_cos,WindDir3pm_sin,Year_2007,Year_2008,Year_2009,Year_2010,Year_2011,Year_2012,Year_2013,Year_2014,Year_2015,Year_2016,Year_2017
NorahHead,2010-12-14,19.3,23.5,0.0,30.0,17.0,22.0,89.0,83.0,1016.0,1013.4,7.0,20.2,21.7,0.0,0.0,1.0,0.0,1.0,0.0,0.739009,-0.673696,-0.982973,0.18375,-0.982973,-0.18375,0,0,0,1,0,0,0,0,0,0,0
NorahHead,2010-12-15,19.6,25.3,0.0,26.0,9.0,15.0,83.0,79.0,1011.0,1007.3,5.0,23.4,24.1,0.0,0.0,1.0,0.0,1.0,0.0,-0.602635,0.798017,-0.602635,0.798017,-0.850217,0.526432,0,0,0,1,0,0,0,0,0,0,0
NorahHead,2010-12-16,19.6,26.1,0.2,69.0,11.0,13.0,88.0,92.0,1004.0,1003.2,7.0,22.2,21.0,0.0,1.0,1.0,0.0,1.0,0.0,0.739009,-0.673696,-0.982973,-0.18375,-0.982973,-0.18375,0,0,0,1,0,0,0,0,0,0,0
NorahHead,2010-12-17,18.3,24.2,7.8,41.0,11.0,7.0,85.0,82.0,1005.9,1003.8,8.0,19.3,21.8,1.0,0.0,1.0,0.0,1.0,0.0,0.739009,-0.673696,0.092268,0.995734,0.739009,-0.673696,0,0,0,1,0,0,0,0,0,0,0
NorahHead,2010-12-18,19.2,22.8,0.2,46.0,15.0,24.0,64.0,59.0,1004.0,1001.2,8.0,20.9,22.1,0.0,0.0,1.0,0.0,1.0,0.0,-0.273663,0.961826,0.092268,-0.995734,-0.982973,0.18375,0,0,0,1,0,0,0,0,0,0,0
NorahHead,2010-12-19,18.2,24.1,0.0,67.0,11.0,33.0,80.0,70.0,1004.2,997.4,8.0,19.8,23.1,0.0,0.0,1.0,0.0,1.0,0.0,0.092268,0.995734,-0.982973,-0.18375,0.445738,-0.895163,0,0,0,1,0,0,0,0,0,0,0
NorahHead,2010-12-20,13.3,23.9,0.0,56.0,19.0,15.0,45.0,34.0,998.3,1001.2,1.0,16.8,22.0,0.0,0.0,1.0,0.0,1.0,0.0,0.932472,0.361242,0.445738,-0.895163,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0
NorahHead,2010-12-21,13.3,27.7,0.0,33.0,17.0,11.0,44.0,32.0,1009.8,1008.7,8.0,21.8,27.3,0.0,0.0,1.0,0.0,0.0,1.0,0.445738,0.895163,0.092268,-0.995734,0.092268,0.995734,0,0,0,1,0,0,0,0,0,0,0
NorahHead,2010-12-22,16.8,23.9,0.0,44.0,20.0,22.0,81.0,80.0,1017.6,1017.3,1.0,20.9,22.6,0.0,0.0,1.0,0.0,0.0,1.0,0.445738,0.895163,-0.982973,0.18375,-0.982973,-0.18375,0,0,0,1,0,0,0,0,0,0,0
NorahHead,2010-12-23,18.2,25.2,0.0,61.0,4.0,9.0,77.0,72.0,1018.0,1017.1,8.0,21.6,24.8,0.0,0.0,1.0,0.0,0.0,1.0,-0.850217,-0.526432,-0.982973,0.18375,0.739009,-0.673696,0,0,0,1,0,0,0,0,0,0,0
NorahHead,2010-12-24,18.6,22.6,0.0,59.0,41.0,22.0,71.0,69.0,1025.2,1023.7,8.0,19.2,21.9,0.0,0.0,1.0,0.0,0.0,1.0,-0.850217,-0.526432,-0.602635,0.798017,0.092268,-0.995734,0,0,0,1,0,0,0,0,0,0,0
NorahHead,2010-12-25,17.7,25.2,0.0,39.0,7.0,24.0,73.0,76.0,1017.7,1012.1,1.0,22.3,24.3,0.0,0.0,1.0,0.0,0.0,1.0,-0.602635,0.798017,-0.602635,0.798017,-0.850217,0.526432,0,0,0,1,0,0,0,0,0,0,0
NorahHead,2010-12-26,20.5,26.7,0.0,63.0,4.0,15.0,73.0,69.0,1007.0,1002.4,4.0,23.9,25.3,0.0,1.0,1.0,0.0,0.0,1.0,0.739009,-0.673696,0.092268,0.995734,0.445738,0.895163,0,0,0,1,0,0,0,0,0,0,0
NorahHead,2010-12-27,19.1,21.2,5.8,70.0,24.0,39.0,85.0,90.0,1005.1,1005.3,6.0,19.6,18.6,1.0,0.0,1.0,0.0,0.0,1.0,-0.850217,-0.526432,-0.602635,0.798017,0.092268,-0.995734,0,0,0,1,0,0,0,0,0,0,0
NorahHead,2010-12-28,17.0,22.6,0.4,54.0,20.0,17.0,60.0,61.0,1018.8,1019.0,8.0,18.9,19.6,0.0,0.0,1.0,0.0,0.0,1.0,-0.850217,-0.526432,-0.273663,0.961826,0.092268,-0.995734,0,0,0,1,0,0,0,0,0,0,0
NorahHead,2010-12-29,16.6,26.8,0.0,41.0,2.0,30.0,68.0,69.0,1019.0,1015.2,2.0,22.1,23.5,0.0,0.0,1.0,0.0,0.0,1.0,0.445738,0.895163,-0.850217,0.526432,0.739009,-0.673696,0,0,0,1,0,0,0,0,0,0,0
NorahHead,2010-12-30,18.9,27.8,0.0,28.0,6.0,22.0,71.0,67.0,1016.6,1015.4,0.0,24.1,25.6,0.0,0.0,1.0,0.0,0.0,1.0,0.445738,0.895163,-0.850217,0.526432,0.739009,-0.673696,0,0,0,1,0,0,0,0,0,0,0
NorahHead,2010-12-31,19.8,28.4,0.0,41.0,4.0,28.0,81.0,78.0,1016.1,1014.2,1.0,24.0,24.6,0.0,0.0,1.0,0.0,0.0,1.0,0.445738,0.895163,-0.850217,0.526432,0.739009,-0.673696,0,0,0,1,0,0,0,0,0,0,0
NorahHead,2011-01-01,19.1,26.1,0.0,41.0,22.0,31.0,80.0,72.0,1014.1,1010.5,0.0,22.8,25.9,0.0,0.0,0.866025,0.5,0.0,1.0,0.445738,0.895163,0.739009,-0.673696,0.739009,-0.673696,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-01-02,19.9,25.7,0.4,57.0,13.0,33.0,87.0,83.0,1012.4,1010.0,4.0,21.4,23.3,0.0,1.0,0.866025,0.5,0.0,1.0,0.739009,-0.673696,-0.982973,0.18375,0.092268,-0.995734,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-01-03,18.9,22.7,4.0,54.0,20.0,37.0,88.0,78.0,1014.2,1013.5,7.0,20.2,21.2,1.0,0.0,0.866025,0.5,0.0,1.0,0.739009,-0.673696,-0.602635,0.798017,0.092268,-0.995734,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-01-04,18.7,22.6,0.2,48.0,35.0,26.0,78.0,68.0,1013.3,1011.3,8.0,20.4,21.5,0.0,0.0,0.866025,0.5,0.0,1.0,0.739009,-0.673696,-0.982973,0.18375,0.092268,-0.995734,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-01-05,17.6,24.1,0.0,22.0,9.0,15.0,65.0,64.0,1008.1,1006.1,7.0,21.3,22.7,0.0,1.0,0.866025,0.5,0.0,1.0,-0.850217,-0.526432,-0.602635,0.798017,-0.602635,0.798017,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-01-06,19.7,25.5,2.2,46.0,22.0,17.0,93.0,79.0,1010.3,1010.6,7.0,20.3,23.0,1.0,1.0,0.866025,0.5,0.0,1.0,0.739009,-0.673696,-0.982973,0.18375,0.092268,-0.995734,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-01-07,19.5,27.7,7.6,33.0,11.0,15.0,87.0,87.0,1013.2,1013.1,6.0,21.9,21.9,1.0,1.0,0.866025,0.5,0.0,1.0,0.092268,-0.995734,-0.982973,0.18375,0.739009,0.673696,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-01-08,20.8,26.9,6.6,41.0,4.0,11.0,76.0,71.0,1013.7,1012.4,8.0,24.8,26.2,1.0,1.0,0.866025,0.5,0.0,1.0,-0.982973,0.18375,-0.850217,0.526432,-0.602635,-0.798017,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-01-09,21.7,26.6,11.0,37.0,22.0,19.0,90.0,77.0,1014.4,1014.2,5.0,23.7,25.8,1.0,1.0,0.866025,0.5,0.0,1.0,0.445738,0.895163,-0.850217,0.526432,0.739009,0.673696,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-01-10,21.3,25.3,3.2,46.0,26.0,20.0,80.0,82.0,1015.9,1014.5,7.0,23.7,24.1,1.0,1.0,0.866025,0.5,0.0,1.0,-0.982973,0.18375,0.445738,0.895163,0.739009,0.673696,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-01-11,21.6,25.6,2.4,50.0,19.0,31.0,87.0,82.0,1014.2,1011.8,8.0,23.2,23.9,1.0,0.0,0.866025,0.5,0.0,1.0,0.445738,0.895163,0.445738,0.895163,-0.850217,0.526432,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-01-12,21.9,25.6,0.0,52.0,20.0,44.0,82.0,81.0,1012.2,1011.2,6.0,24.4,24.9,0.0,0.0,0.866025,0.5,0.0,1.0,0.445738,0.895163,-0.850217,0.526432,0.739009,-0.673696,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-01-13,21.4,28.1,0.0,41.0,28.0,33.0,83.0,74.0,1014.4,1013.3,2.0,23.1,25.9,0.0,0.0,0.866025,0.5,0.0,1.0,0.445738,0.895163,-0.850217,0.526432,0.739009,-0.673696,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-01-14,20.2,26.9,0.0,50.0,22.0,37.0,81.0,75.0,1012.5,1009.5,1.0,22.9,23.9,0.0,0.0,0.866025,0.5,0.0,1.0,0.445738,0.895163,0.739009,-0.673696,0.739009,-0.673696,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-01-15,19.1,24.9,0.0,24.0,4.0,2.0,81.0,80.0,1009.4,1007.8,4.0,21.3,24.6,0.0,0.0,0.866025,0.5,0.0,1.0,-0.602635,0.798017,0.739009,-0.673696,0.739009,-0.673696,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-01-16,19.8,28.9,1.0,26.0,9.0,9.0,92.0,66.0,1010.3,1008.0,8.0,21.5,28.1,0.0,0.0,0.866025,0.5,0.0,1.0,0.739009,-0.673696,0.092268,0.995734,0.739009,-0.673696,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-01-17,18.0,28.6,0.0,43.0,7.0,13.0,81.0,74.0,1003.5,1000.6,0.0,22.4,26.3,0.0,0.0,0.866025,0.5,0.0,1.0,0.739009,-0.673696,-0.850217,0.526432,-0.850217,0.526432,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-01-18,20.3,24.5,0.0,41.0,13.0,17.0,79.0,70.0,1007.4,1007.6,8.0,22.2,23.4,0.0,0.0,0.866025,0.5,0.0,1.0,-0.982973,-0.18375,-0.273663,0.961826,-0.602635,0.798017,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-01-19,21.5,27.2,0.2,37.0,20.0,13.0,83.0,74.0,1009.5,1009.0,8.0,23.5,24.9,0.0,0.0,0.866025,0.5,0.0,1.0,0.445738,-0.895163,-0.982973,-0.18375,0.445738,-0.895163,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-01-20,22.6,28.4,0.2,41.0,20.0,17.0,71.0,81.0,1013.1,1013.4,5.0,25.2,24.2,0.0,1.0,0.866025,0.5,0.0,1.0,0.445738,0.895163,-0.273663,-0.961826,0.739009,0.673696,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-01-21,19.7,26.8,1.4,37.0,4.0,24.0,74.0,67.0,1015.2,1013.5,1.0,23.8,25.9,1.0,0.0,0.866025,0.5,0.0,1.0,-0.602635,0.798017,-0.982973,-0.18375,-0.850217,0.526432,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-01-22,19.6,30.0,0.0,30.0,11.0,13.0,71.0,59.0,1016.5,1015.7,1.0,24.5,26.5,0.0,0.0,0.866025,0.5,0.0,1.0,-0.602635,0.798017,0.739009,-0.673696,0.739009,0.673696,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-01-23,20.1,28.6,0.0,56.0,7.0,37.0,69.0,65.0,1012.9,1009.8,2.0,24.5,26.2,0.0,0.0,0.866025,0.5,0.0,1.0,-0.602635,0.798017,-0.982973,-0.18375,0.739009,-0.673696,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-01-24,19.6,29.5,0.0,56.0,20.0,24.0,76.0,73.0,1005.4,1001.6,4.0,24.2,25.9,0.0,0.0,0.866025,0.5,0.0,1.0,-0.850217,-0.526432,0.739009,-0.673696,0.739009,-0.673696,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-01-25,21.5,27.3,0.0,43.0,7.0,11.0,74.0,74.0,1008.4,1007.7,1.0,24.5,26.3,0.0,0.0,0.866025,0.5,0.0,1.0,0.739009,-0.673696,-0.850217,-0.526432,-0.602635,0.798017,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-01-26,22.4,29.4,0.0,46.0,6.0,20.0,96.0,79.0,1012.3,1010.1,4.0,23.9,26.0,0.0,0.0,0.866025,0.5,0.0,1.0,0.739009,-0.673696,-0.602635,0.798017,-0.273663,-0.961826,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-01-27,21.8,27.7,0.2,54.0,9.0,15.0,90.0,76.0,1014.1,1011.6,8.0,22.8,26.8,0.0,0.0,0.866025,0.5,0.0,1.0,0.739009,-0.673696,0.092268,0.995734,0.739009,0.673696,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-01-28,22.5,25.6,0.4,52.0,35.0,30.0,69.0,69.0,1018.4,1019.0,6.0,24.1,24.0,0.0,0.0,0.866025,0.5,0.0,1.0,-0.982973,-0.18375,-0.273663,0.961826,-0.273663,0.961826,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-01-29,20.9,26.2,0.0,46.0,19.0,15.0,62.0,51.0,1021.8,1021.5,6.0,22.7,25.4,0.0,0.0,0.866025,0.5,0.0,1.0,0.445738,-0.895163,-0.273663,-0.961826,0.739009,-0.673696,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-01-30,18.1,28.5,0.0,43.0,20.0,31.0,68.0,66.0,1020.1,1017.1,0.0,23.9,26.6,0.0,0.0,0.866025,0.5,0.0,1.0,0.445738,0.895163,0.739009,-0.673696,0.739009,-0.673696,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-01-31,21.4,30.3,0.0,30.0,9.0,20.0,79.0,78.0,1015.6,1012.4,0.0,24.2,26.5,0.0,0.0,0.866025,0.5,0.0,1.0,0.445738,0.895163,0.739009,-0.673696,0.739009,-0.673696,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-02-01,21.9,31.1,0.0,46.0,9.0,20.0,79.0,65.0,1011.8,1007.7,0.0,25.0,28.5,0.0,0.0,0.5,0.866025,0.0,1.0,-0.602635,0.798017,0.739009,-0.673696,0.739009,-0.673696,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-02-02,23.7,30.6,0.0,28.0,17.0,7.0,69.0,76.0,1015.4,1013.2,1.0,26.4,28.3,0.0,0.0,0.5,0.866025,0.0,1.0,-0.850217,0.526432,-0.982973,0.18375,-0.602635,-0.798017,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-02-03,23.5,39.7,0.0,54.0,35.0,19.0,59.0,35.0,1011.7,1009.5,7.0,30.5,38.3,0.0,0.0,0.5,0.866025,0.0,1.0,-0.850217,-0.526432,0.932472,0.361242,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-02-04,23.6,31.2,0.0,30.0,2.0,22.0,81.0,76.0,1015.3,1012.1,6.0,26.0,27.3,0.0,0.0,0.5,0.866025,0.0,1.0,-0.602635,0.798017,-0.602635,-0.798017,0.739009,-0.673696,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-02-05,23.6,39.6,0.0,63.0,4.0,39.0,77.0,34.0,1010.9,1007.5,1.0,27.3,36.9,0.0,0.0,0.5,0.866025,0.0,1.0,-0.273663,0.961826,0.739009,-0.673696,-0.273663,-0.961826,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-02-06,25.1,32.5,0.0,81.0,2.0,4.0,67.0,89.0,1013.0,1013.8,2.0,28.3,25.1,0.0,1.0,0.5,0.866025,0.0,1.0,-0.850217,-0.526432,0.739009,-0.673696,0.445738,0.895163,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-02-07,17.0,22.4,16.6,63.0,11.0,11.0,84.0,67.0,1023.5,1020.5,8.0,17.8,22.4,1.0,0.0,0.5,0.866025,0.0,1.0,-0.850217,-0.526432,-0.850217,-0.526432,0.092268,-0.995734,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-02-08,17.8,26.0,0.0,33.0,17.0,26.0,75.0,61.0,1019.5,1018.5,8.0,20.6,24.7,0.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,-0.18375,-0.982973,0.18375,-0.273663,0.961826,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-02-09,20.6,25.2,0.0,33.0,20.0,26.0,61.0,74.0,1023.9,1023.1,5.0,23.7,23.5,0.0,1.0,0.5,0.866025,0.0,1.0,-0.982973,-0.18375,-0.602635,0.798017,-0.602635,0.798017,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-02-10,20.5,27.9,1.4,46.0,13.0,24.0,85.0,70.0,1023.3,1020.5,4.0,22.0,24.7,1.0,0.0,0.5,0.866025,0.0,1.0,0.445738,0.895163,-0.982973,-0.18375,-0.850217,0.526432,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-02-11,20.2,28.9,0.0,43.0,11.0,31.0,71.0,72.0,1016.7,1012.3,2.0,24.8,25.7,0.0,0.0,0.5,0.866025,0.0,1.0,-0.602635,0.798017,0.739009,-0.673696,0.739009,-0.673696,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-02-12,23.1,23.7,0.2,50.0,26.0,35.0,86.0,89.0,1014.3,1015.8,7.0,23.6,21.5,0.0,1.0,0.5,0.866025,0.0,1.0,0.739009,-0.673696,-0.982973,0.18375,0.092268,-0.995734,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-02-13,19.4,23.4,9.4,61.0,22.0,35.0,89.0,87.0,1017.3,1017.5,8.0,20.8,22.3,1.0,1.0,0.5,0.866025,0.0,1.0,-0.850217,-0.526432,-0.982973,0.18375,-0.982973,-0.18375,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-02-14,20.4,23.1,5.4,54.0,39.0,31.0,78.0,69.0,1022.7,1023.0,8.0,21.4,22.6,1.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,-0.18375,-0.273663,0.961826,-0.273663,0.961826,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-02-15,20.4,25.7,0.8,37.0,13.0,20.0,89.0,65.0,1023.2,1021.7,8.0,21.3,25.1,0.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,-0.18375,0.739009,-0.673696,-0.602635,-0.798017,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-02-16,19.6,26.6,0.2,33.0,7.0,9.0,83.0,74.0,1019.5,1016.8,8.0,22.0,25.3,0.0,0.0,0.5,0.866025,0.0,1.0,0.445738,0.895163,0.092268,0.995734,-0.273663,0.961826,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-02-17,21.6,29.7,0.0,35.0,11.0,11.0,80.0,88.0,1014.1,1012.2,6.0,23.3,23.2,0.0,1.0,0.5,0.866025,0.0,1.0,-0.602635,0.798017,0.739009,-0.673696,-0.982973,0.18375,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-02-18,21.8,25.6,3.4,37.0,20.0,30.0,89.0,86.0,1014.7,1014.1,7.0,23.7,24.6,1.0,0.0,0.5,0.866025,0.0,1.0,0.739009,-0.673696,-0.982973,0.18375,-0.982973,-0.18375,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-02-19,21.9,29.4,0.0,43.0,19.0,31.0,83.0,76.0,1011.7,1007.2,8.0,25.2,26.6,0.0,0.0,0.5,0.866025,0.0,1.0,-0.602635,0.798017,0.739009,-0.673696,0.739009,-0.673696,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-02-20,24.1,36.6,0.0,31.0,4.0,22.0,82.0,72.0,1007.0,1005.3,8.0,26.3,28.0,0.0,0.0,0.5,0.866025,0.0,1.0,-0.850217,-0.526432,0.092268,-0.995734,-0.602635,0.798017,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-02-21,20.5,25.0,0.6,69.0,30.0,26.0,91.0,74.0,1012.3,1012.5,8.0,20.6,22.8,0.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,-0.18375,-0.602635,0.798017,-0.273663,0.961826,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-02-22,18.6,23.1,0.6,63.0,35.0,28.0,57.0,57.0,1021.0,1021.8,7.0,22.0,22.2,0.0,1.0,0.5,0.866025,0.0,1.0,-0.850217,-0.526432,-0.602635,0.798017,-0.273663,0.961826,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-02-23,18.1,24.5,1.8,44.0,7.0,26.0,79.0,61.0,1022.8,1021.4,6.0,19.4,23.4,1.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,-0.18375,-0.850217,-0.526432,-0.273663,0.961826,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-02-24,16.7,25.9,0.4,31.0,7.0,17.0,79.0,55.0,1019.8,1016.7,8.0,20.0,24.3,0.0,0.0,0.5,0.866025,0.0,1.0,-0.602635,0.798017,-0.850217,-0.526432,0.739009,0.673696,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-02-25,17.7,26.3,0.0,26.0,0.0,11.0,82.0,67.0,1015.1,1013.3,6.0,20.9,24.7,0.0,0.0,0.5,0.866025,0.0,1.0,0.445738,0.895163,-0.982973,0.18375,0.445738,-0.895163,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-02-26,20.8,27.2,0.0,30.0,4.0,22.0,77.0,69.0,1012.7,1009.8,3.0,24.2,25.7,0.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,0.18375,0.092268,-0.995734,0.739009,0.673696,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-02-27,19.9,30.9,0.0,28.0,6.0,9.0,75.0,47.0,1008.5,1007.5,1.0,24.3,30.0,0.0,0.0,0.5,0.866025,0.0,1.0,-0.850217,-0.526432,-0.982973,-0.18375,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-02-28,21.9,29.5,0.0,54.0,9.0,20.0,80.0,76.0,1011.7,1008.1,8.0,22.9,25.3,0.0,1.0,0.5,0.866025,0.0,1.0,-0.273663,0.961826,-0.602635,-0.798017,-0.850217,0.526432,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-03-01,22.6,36.2,2.0,67.0,15.0,17.0,56.0,31.0,1003.3,1003.2,2.0,29.4,34.9,1.0,0.0,0.0,1.0,0.0,1.0,-0.982973,-0.18375,0.092268,-0.995734,0.092268,0.995734,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-03-02,20.0,22.7,0.0,50.0,20.0,19.0,66.0,75.0,1017.0,1015.3,8.0,20.7,21.2,0.0,0.0,0.0,1.0,0.0,1.0,-0.273663,-0.961826,-0.602635,-0.798017,0.739009,-0.673696,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-03-03,18.4,30.8,0.0,30.0,2.0,7.0,80.0,37.0,1009.4,1007.2,6.0,20.8,29.8,0.0,0.0,0.0,1.0,0.0,1.0,-0.982973,0.18375,1.0,0.0,-0.982973,-0.18375,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-03-04,20.5,26.7,0.0,63.0,7.0,15.0,76.0,69.0,1011.9,1010.1,8.0,22.7,25.5,0.0,0.0,0.0,1.0,0.0,1.0,-0.982973,-0.18375,-0.273663,0.961826,-0.602635,0.798017,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-03-05,19.6,22.4,0.0,59.0,41.0,39.0,69.0,60.0,1021.4,1022.9,7.0,20.3,20.7,0.0,0.0,0.0,1.0,0.0,1.0,-0.982973,-0.18375,-0.273663,0.961826,-0.273663,0.961826,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-03-06,18.9,23.7,0.0,41.0,24.0,28.0,59.0,55.0,1026.8,1026.0,7.0,20.7,22.4,0.0,1.0,0.0,1.0,0.0,1.0,-0.982973,-0.18375,0.739009,0.673696,-0.273663,0.961826,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-03-07,18.6,25.1,1.4,37.0,22.0,19.0,68.0,55.0,1024.6,1022.4,7.0,21.0,23.9,1.0,0.0,0.0,1.0,0.0,1.0,-0.273663,-0.961826,-0.602635,-0.798017,-0.602635,-0.798017,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-03-08,18.2,27.3,0.0,52.0,17.0,33.0,68.0,69.0,1020.0,1016.1,1.0,22.6,24.8,0.0,0.0,0.0,1.0,0.0,1.0,0.445738,0.895163,0.739009,-0.673696,0.739009,-0.673696,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-03-09,19.9,25.5,0.0,31.0,11.0,20.0,82.0,79.0,1015.9,1014.0,7.0,21.8,24.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.273663,0.961826,-0.982973,-0.18375,0.739009,-0.673696,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-03-10,21.0,25.4,0.0,24.0,7.0,7.0,84.0,81.0,1013.6,1012.6,7.0,22.5,24.4,0.0,0.0,0.0,1.0,0.0,1.0,-0.602635,0.798017,0.739009,-0.673696,-0.850217,0.526432,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-03-11,21.0,27.4,0.0,19.0,0.0,6.0,81.0,73.0,1016.2,1015.7,7.0,23.1,25.1,0.0,0.0,0.0,1.0,0.0,1.0,-0.602635,0.798017,0.092268,-0.995734,-0.602635,0.798017,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-03-12,20.3,26.6,0.0,37.0,2.0,17.0,91.0,74.0,1020.9,1019.2,6.0,21.5,25.7,0.0,0.0,0.0,1.0,0.0,1.0,0.445738,0.895163,-0.850217,-0.526432,0.739009,0.673696,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-03-13,20.8,30.1,0.0,46.0,11.0,33.0,70.0,72.0,1021.5,1018.5,1.0,25.1,26.0,0.0,0.0,0.0,1.0,0.0,1.0,0.445738,0.895163,-0.982973,-0.18375,0.739009,-0.673696,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-03-14,21.2,26.8,0.0,59.0,4.0,46.0,77.0,85.0,1019.4,1019.3,1.0,23.6,23.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.850217,-0.526432,-0.850217,-0.526432,0.092268,-0.995734,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-03-15,18.4,24.9,0.6,44.0,19.0,28.0,82.0,71.0,1021.3,1018.4,1.0,21.1,23.7,0.0,0.0,0.0,1.0,0.0,1.0,-0.850217,-0.526432,-0.982973,0.18375,0.092268,-0.995734,0,0,0,0,1,0,0,0,0,0,0
NorahHead,2011-03-16,19.3,27.9,0.0,37.0,6.0,15.0,77.0,69.0,1017.4,1016.6,1.0,23.8,25.8,0.0,0.0,0.0,1.0,0.0,1.0,-0.850217,-0.526432,0.932472,0.361242,0.739009,0.673696,0,0,0,0,1,0,0,0,0,0,0
