id_Location,id_Date,MinTemp,MaxTemp,Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Month_cos,Month_sin,Season_cos,Season_sin,WindGustDir_cos,WindGustDir_sin,WindDir9am_cos,WindDir9am_sin,WindDir3pm_cos,WindDir3pm_sin,Year_2007,Year_2008,Year_2009,Year_2010,Year_2011,Year_2012,Year_2013,Year_2014,Year_2015,Year_2016,Year_2017
Ballarat,2009-09-15,-0.5,15.2,0.0,39.0,17.0,22.0,66.0,44.0,1021.2,1018.5,2.0,8.0,9.4,14.8,0.0,0.0,-0.0,-1.0,-0.0,-1.0,-0.273663,0.961826,-0.982973,-0.18375,-0.982973,0.18375,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-09-16,4.4,17.6,0.0,46.0,31.0,31.0,55.0,44.0,1021.2,1014.3,2.0,8.0,11.1,15.9,0.0,1.0,-0.0,-1.0,-0.0,-1.0,-0.602635,0.798017,0.739009,-0.673696,0.445738,-0.895163,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-09-17,10.4,12.6,5.8,52.0,28.0,22.0,99.0,98.0,1009.3,1010.0,8.0,8.0,12.5,11.9,1.0,1.0,-0.0,-1.0,-0.0,-1.0,-0.602635,0.798017,0.739009,-0.673696,-0.850217,-0.526432,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-09-18,1.3,16.6,9.4,28.0,9.0,6.0,82.0,53.0,1023.1,1018.7,2.0,8.0,8.6,16.1,1.0,0.0,-0.0,-1.0,-0.0,-1.0,-0.602635,0.798017,-0.982973,0.18375,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-09-19,5.7,15.8,0.0,50.0,30.0,28.0,63.0,81.0,1014.9,1012.7,6.0,8.0,10.2,14.6,0.0,1.0,-0.0,-1.0,-0.0,-1.0,-0.602635,0.798017,0.739009,-0.673696,-0.273663,-0.961826,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-09-20,3.0,14.0,5.6,41.0,9.0,26.0,87.0,55.0,1015.4,1014.3,7.0,8.0,7.4,13.3,1.0,0.0,-0.0,-1.0,1.0,0.0,1.0,0.0,0.932472,0.361242,0.092268,0.995734,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-09-21,2.0,15.5,0.0,44.0,2.0,17.0,59.0,60.0,1013.7,1005.6,0.0,1.0,11.5,13.7,0.0,1.0,-0.0,-1.0,1.0,0.0,0.445738,0.895163,-0.602635,0.798017,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-09-22,7.8,15.9,25.8,50.0,24.0,28.0,99.0,72.0,997.1,995.9,8.0,8.0,10.2,14.6,1.0,0.0,-0.0,-1.0,1.0,0.0,-0.273663,0.961826,-0.982973,-0.18375,-0.982973,0.18375,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-09-23,7.4,13.2,0.8,48.0,24.0,28.0,98.0,77.0,1003.6,1006.6,7.0,8.0,8.8,12.3,0.0,0.0,-0.0,-1.0,1.0,0.0,-0.850217,0.526432,0.092268,0.995734,0.932472,0.361242,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-09-24,6.4,15.6,0.8,44.0,30.0,31.0,96.0,61.0,1011.3,1009.0,6.0,8.0,10.0,14.8,0.0,1.0,-0.0,-1.0,1.0,0.0,-0.273663,0.961826,0.932472,0.361242,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-09-25,7.4,10.4,4.8,44.0,28.0,33.0,84.0,86.0,1002.5,999.4,7.0,8.0,9.6,8.8,1.0,1.0,-0.0,-1.0,1.0,0.0,-0.273663,0.961826,0.739009,-0.673696,0.445738,0.895163,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-09-26,4.3,9.9,15.8,61.0,28.0,30.0,83.0,89.0,1002.7,1004.8,7.0,8.0,5.5,6.5,1.0,1.0,-0.0,-1.0,1.0,0.0,1.0,0.0,0.445738,-0.895163,0.932472,0.361242,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-09-27,2.9,9.2,4.8,65.0,31.0,31.0,85.0,68.0,1011.5,1012.3,7.0,8.0,5.1,8.4,1.0,0.0,-0.0,-1.0,1.0,0.0,0.739009,0.673696,-0.850217,-0.526432,-0.850217,-0.526432,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-09-28,5.1,11.6,1.0,46.0,20.0,17.0,79.0,57.0,1015.9,1013.8,8.0,2.0,6.8,10.6,0.0,0.0,-0.0,-1.0,1.0,0.0,-0.850217,0.526432,0.092268,0.995734,-0.850217,-0.526432,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-09-29,4.3,14.9,0.0,41.0,15.0,22.0,75.0,60.0,1015.0,1011.8,5.0,2.0,9.0,14.7,0.0,0.0,-0.0,-1.0,1.0,0.0,-0.602635,0.798017,-0.982973,-0.18375,-0.273663,-0.961826,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-09-30,6.8,20.8,0.0,61.0,35.0,37.0,56.0,35.0,1012.2,1008.2,3.0,8.0,12.2,20.2,0.0,0.0,-0.0,-1.0,1.0,0.0,-0.602635,0.798017,-0.982973,-0.18375,-0.273663,-0.961826,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-10-01,9.1,13.6,0.0,39.0,17.0,15.0,79.0,64.0,1010.3,1011.4,8.0,8.0,10.8,13.0,0.0,0.0,0.5,-0.866025,1.0,0.0,-0.982973,0.18375,-0.602635,0.798017,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-10-02,6.0,10.7,0.0,48.0,30.0,33.0,76.0,56.0,1013.1,1011.9,6.0,8.0,8.1,10.1,0.0,0.0,0.5,-0.866025,1.0,0.0,-0.850217,-0.526432,-0.273663,0.961826,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-10-03,5.1,12.9,0.0,56.0,31.0,22.0,85.0,62.0,1016.5,1016.2,7.0,8.0,8.7,11.9,0.0,0.0,0.5,-0.866025,1.0,0.0,-0.850217,-0.526432,-0.602635,0.798017,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-10-04,2.7,15.9,0.0,28.0,0.0,19.0,99.0,57.0,1020.5,1019.1,7.0,2.0,7.6,14.9,0.0,0.0,0.5,-0.866025,1.0,0.0,1.0,0.0,-0.982973,-0.18375,0.932472,0.361242,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-10-05,2.6,14.4,0.0,39.0,9.0,22.0,96.0,65.0,1022.6,1021.9,6.0,6.0,8.5,12.6,0.0,0.0,0.5,-0.866025,1.0,0.0,-0.850217,0.526432,-0.850217,-0.526432,0.932472,0.361242,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-10-06,4.6,11.1,0.2,52.0,19.0,19.0,83.0,71.0,1023.6,1022.3,6.0,2.0,6.7,7.7,0.0,1.0,0.5,-0.866025,1.0,0.0,-0.850217,-0.526432,-0.982973,0.18375,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-10-07,1.9,10.2,5.0,52.0,28.0,24.0,80.0,69.0,1024.1,1024.5,6.0,1.0,5.3,9.5,1.0,1.0,0.5,-0.866025,1.0,0.0,-0.850217,-0.526432,-0.602635,0.798017,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-10-08,1.4,12.0,2.4,41.0,22.0,20.0,84.0,55.0,1027.5,1026.9,8.0,8.0,5.7,11.2,1.0,0.0,0.5,-0.866025,1.0,0.0,-0.850217,-0.526432,-0.602635,0.798017,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-10-09,3.7,13.2,0.0,52.0,33.0,31.0,77.0,61.0,1029.3,1028.7,2.0,3.0,7.8,12.4,0.0,0.0,0.5,-0.866025,1.0,0.0,0.092268,-0.995734,-0.602635,-0.798017,-0.602635,-0.798017,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-10-10,4.0,16.4,0.0,50.0,9.0,9.0,68.0,45.0,1029.0,1025.7,0.0,2.0,8.9,15.7,0.0,0.0,0.5,-0.866025,1.0,0.0,0.092268,-0.995734,-0.602635,-0.798017,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-10-11,2.9,17.9,0.0,43.0,19.0,22.0,60.0,36.0,1020.8,1015.7,0.0,8.0,12.4,17.3,0.0,0.0,0.5,-0.866025,1.0,0.0,-0.602635,0.798017,0.739009,-0.673696,-0.273663,-0.961826,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-10-12,9.4,17.2,0.4,63.0,35.0,31.0,65.0,78.0,1000.2,998.3,3.0,8.0,13.1,11.8,0.0,1.0,0.5,-0.866025,1.0,0.0,0.092268,0.995734,0.739009,-0.673696,0.092268,0.995734,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-10-13,3.6,13.9,4.4,61.0,30.0,37.0,98.0,79.0,994.2,992.5,8.0,8.0,5.2,10.0,1.0,1.0,0.5,-0.866025,1.0,0.0,-0.602635,-0.798017,-0.982973,-0.18375,-0.982973,0.18375,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-10-14,5.2,13.1,6.2,54.0,26.0,35.0,97.0,67.0,1001.1,1003.5,7.0,8.0,7.9,12.2,1.0,1.0,0.5,-0.866025,1.0,0.0,0.739009,0.673696,1.0,0.0,0.932472,0.361242,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-10-15,6.9,10.7,4.0,59.0,33.0,26.0,97.0,77.0,1006.3,1008.8,7.0,8.0,7.3,8.1,1.0,1.0,0.5,-0.866025,1.0,0.0,1.0,0.0,1.0,0.0,-0.850217,-0.526432,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-10-16,3.9,13.8,2.8,46.0,17.0,13.0,98.0,92.0,1016.8,1017.9,8.0,8.0,8.1,10.9,1.0,1.0,0.5,-0.866025,1.0,0.0,0.739009,-0.673696,0.092268,0.995734,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-10-17,5.7,13.1,3.6,35.0,19.0,24.0,85.0,71.0,1025.2,1025.6,7.0,8.0,8.3,10.6,1.0,0.0,0.5,-0.866025,1.0,0.0,0.739009,0.673696,-0.982973,0.18375,-0.850217,-0.526432,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-10-18,3.0,12.3,0.0,30.0,11.0,15.0,80.0,62.0,1028.0,1027.5,7.0,8.0,7.9,10.6,0.0,0.0,0.5,-0.866025,1.0,0.0,1.0,0.0,-0.982973,0.18375,-0.850217,-0.526432,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-10-19,6.2,18.6,0.0,24.0,17.0,13.0,71.0,58.0,1027.0,1023.8,2.0,8.0,10.6,17.1,0.0,0.0,0.5,-0.866025,1.0,0.0,-0.273663,0.961826,-0.602635,-0.798017,-0.273663,-0.961826,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-10-20,8.1,25.2,0.0,48.0,31.0,24.0,47.0,36.0,1018.9,1016.1,0.0,8.0,14.7,23.4,0.0,0.0,0.5,-0.866025,1.0,0.0,-0.273663,0.961826,-0.982973,-0.18375,-0.982973,0.18375,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-10-21,8.6,16.1,0.0,35.0,24.0,20.0,77.0,51.0,1021.6,1021.4,6.0,4.0,10.5,15.4,0.0,0.0,0.5,-0.866025,1.0,0.0,-0.850217,-0.526432,-0.602635,0.798017,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-10-22,6.4,18.4,0.0,54.0,26.0,15.0,72.0,45.0,1022.7,1020.9,2.0,8.0,9.9,17.6,0.0,0.0,0.5,-0.866025,1.0,0.0,-0.273663,-0.961826,-0.602635,-0.798017,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-10-23,7.1,16.6,0.0,39.0,28.0,19.0,75.0,55.0,1022.2,1021.7,6.0,8.0,9.6,15.4,0.0,0.0,0.5,-0.866025,1.0,0.0,-0.982973,-0.18375,0.739009,0.673696,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-10-24,2.1,18.9,0.0,31.0,13.0,20.0,71.0,49.0,1020.2,1018.8,2.0,8.0,12.6,18.5,0.0,0.0,0.5,-0.866025,1.0,0.0,0.739009,0.673696,-0.982973,0.18375,0.932472,0.361242,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-10-25,6.4,13.8,0.0,59.0,31.0,39.0,79.0,57.0,1020.7,1021.5,7.0,6.0,7.8,11.5,0.0,0.0,0.5,-0.866025,1.0,0.0,-0.850217,-0.526432,-0.602635,0.798017,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-10-26,5.1,16.0,0.0,57.0,31.0,31.0,71.0,48.0,1026.7,1025.6,5.0,8.0,9.5,15.2,0.0,0.0,0.5,-0.866025,1.0,0.0,-0.982973,-0.18375,-0.273663,0.961826,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-10-27,5.5,21.6,0.0,46.0,19.0,7.0,64.0,47.0,1027.3,1024.5,1.0,8.0,12.9,20.1,0.0,0.0,0.5,-0.866025,1.0,0.0,0.739009,-0.673696,-0.982973,-0.18375,0.445738,-0.895163,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-10-28,8.5,22.7,0.0,33.0,19.0,15.0,66.0,50.0,1025.7,1022.9,6.0,8.0,13.5,22.0,0.0,1.0,0.5,-0.866025,1.0,0.0,0.092268,-0.995734,0.739009,0.673696,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-10-29,9.5,26.7,1.4,35.0,17.0,17.0,64.0,46.0,1022.6,1019.8,6.0,8.0,16.8,26.1,1.0,0.0,0.5,-0.866025,1.0,0.0,-0.602635,0.798017,0.739009,-0.673696,-0.273663,-0.961826,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-10-30,16.8,25.8,0.2,43.0,28.0,20.0,67.0,63.0,1019.9,1019.2,7.0,8.0,19.2,23.1,0.0,1.0,0.5,-0.866025,1.0,0.0,-0.602635,0.798017,0.739009,-0.673696,0.445738,-0.895163,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-10-31,15.4,29.7,1.2,41.0,30.0,20.0,73.0,48.0,1020.9,1018.3,1.0,8.0,20.0,28.5,1.0,0.0,0.5,-0.866025,1.0,0.0,-0.273663,0.961826,0.739009,-0.673696,-0.273663,-0.961826,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-11-01,13.0,24.5,0.0,31.0,15.0,20.0,99.0,55.0,1020.8,1020.9,7.0,8.0,15.6,23.6,0.0,0.0,0.866025,-0.5,1.0,0.0,0.739009,-0.673696,-0.602635,0.798017,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-11-02,12.2,28.2,0.0,50.0,28.0,22.0,85.0,39.0,1020.7,1015.3,7.0,8.0,14.2,26.3,0.0,0.0,0.866025,-0.5,1.0,0.0,0.739009,0.673696,-0.602635,0.798017,-0.602635,0.798017,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-11-03,8.2,16.8,0.6,65.0,31.0,31.0,72.0,66.0,1016.0,1014.9,3.0,8.0,12.3,15.4,0.0,0.0,0.866025,-0.5,1.0,0.0,1.0,0.0,0.092268,-0.995734,0.932472,0.361242,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-11-04,6.5,13.6,0.4,39.0,19.0,26.0,98.0,67.0,1019.4,1019.5,8.0,7.0,8.4,12.0,0.0,0.0,0.866025,-0.5,1.0,0.0,1.0,0.0,-0.850217,-0.526432,0.932472,0.361242,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-11-05,7.0,16.2,0.2,46.0,28.0,28.0,59.0,55.0,1023.9,1022.4,4.0,8.0,10.1,15.0,0.0,0.0,0.866025,-0.5,1.0,0.0,-0.273663,-0.961826,-0.602635,0.798017,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-11-06,6.9,24.9,0.2,48.0,19.0,20.0,66.0,33.0,1025.0,1022.6,0.0,8.0,12.8,23.1,0.0,0.0,0.866025,-0.5,1.0,0.0,-0.273663,-0.961826,-0.273663,-0.961826,-0.273663,-0.961826,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-11-07,9.0,27.6,0.0,43.0,24.0,24.0,58.0,37.0,1026.7,1025.5,2.0,8.0,19.8,26.9,0.0,0.0,0.866025,-0.5,1.0,0.0,-0.602635,0.798017,0.739009,-0.673696,0.445738,-0.895163,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-11-08,13.1,28.9,0.0,41.0,28.0,13.0,49.0,30.0,1028.3,1026.4,0.0,8.0,21.3,27.7,0.0,0.0,0.866025,-0.5,1.0,0.0,-0.273663,0.961826,0.739009,-0.673696,0.445738,-0.895163,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-11-09,11.3,30.9,0.0,33.0,20.0,11.0,44.0,26.0,1025.4,1022.7,0.0,8.0,23.9,30.0,0.0,0.0,0.866025,-0.5,1.0,0.0,0.092268,-0.995734,0.739009,-0.673696,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-11-10,13.0,33.4,0.0,43.0,17.0,19.0,37.0,23.0,1021.4,1018.8,0.0,1.0,25.8,32.5,0.0,0.0,0.866025,-0.5,1.0,0.0,-0.273663,-0.961826,-0.982973,-0.18375,0.092268,0.995734,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-11-11,15.6,33.1,0.0,39.0,4.0,15.0,42.0,28.0,1021.5,1020.0,1.0,8.0,26.2,32.4,0.0,0.0,0.866025,-0.5,1.0,0.0,-0.850217,-0.526432,0.092268,-0.995734,0.932472,0.361242,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-11-12,12.2,29.8,0.0,41.0,7.0,24.0,39.0,28.0,1020.0,1019.4,5.0,8.0,26.2,28.6,0.0,0.0,0.866025,-0.5,1.0,0.0,0.739009,0.673696,0.932472,0.361242,0.932472,0.361242,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-11-13,9.7,29.7,0.0,37.0,22.0,13.0,71.0,26.0,1020.1,1016.5,2.0,8.0,15.7,28.0,0.0,0.0,0.866025,-0.5,1.0,0.0,0.092268,-0.995734,0.739009,0.673696,-0.602635,-0.798017,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-11-14,10.4,31.8,0.0,37.0,7.0,19.0,38.0,26.0,1014.4,1013.1,0.0,8.0,24.1,29.9,0.0,0.0,0.866025,-0.5,1.0,0.0,-0.850217,0.526432,0.932472,0.361242,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-11-15,11.6,31.4,0.0,41.0,20.0,13.0,23.0,18.0,1012.3,1010.0,3.0,8.0,20.2,29.8,0.0,0.0,0.866025,-0.5,1.0,0.0,-0.273663,-0.961826,0.739009,0.673696,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-11-16,13.7,21.2,0.0,43.0,20.0,24.0,77.0,48.0,1009.3,1008.2,7.0,8.0,14.6,20.0,0.0,0.0,0.866025,-0.5,1.0,0.0,-0.850217,0.526432,0.092268,0.995734,-0.850217,-0.526432,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-11-17,10.8,23.0,0.0,50.0,24.0,22.0,68.0,41.0,1011.1,1009.0,8.0,8.0,12.4,22.0,0.0,0.0,0.866025,-0.5,1.0,0.0,-0.273663,-0.961826,-0.273663,0.961826,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-11-18,8.8,31.1,0.0,56.0,9.0,19.0,47.0,24.0,1008.1,1006.4,2.0,8.0,20.3,28.9,0.0,0.0,0.866025,-0.5,1.0,0.0,-0.602635,0.798017,-0.850217,0.526432,0.445738,-0.895163,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-11-19,17.1,33.7,0.0,50.0,19.0,6.0,40.0,19.0,1007.0,1007.2,2.0,8.0,23.6,31.8,0.0,0.0,0.866025,-0.5,1.0,0.0,-0.602635,0.798017,-0.602635,0.798017,-0.602635,0.798017,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-11-20,17.3,31.9,0.0,69.0,0.0,30.0,30.0,41.0,1006.8,1008.8,8.0,8.0,27.5,24.7,0.0,1.0,0.866025,-0.5,1.0,0.0,1.0,0.0,-0.982973,-0.18375,0.932472,0.361242,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-11-21,15.4,19.8,1.8,33.0,11.0,17.0,99.0,98.0,1016.0,1014.9,8.0,8.0,15.8,18.9,1.0,1.0,0.866025,-0.5,1.0,0.0,-0.602635,0.798017,-0.602635,0.798017,-0.982973,0.18375,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-11-22,11.9,17.1,44.4,63.0,39.0,22.0,99.0,87.0,1016.0,1014.9,8.0,8.0,11.9,14.2,1.0,1.0,0.866025,-0.5,1.0,0.0,0.739009,0.673696,0.092268,0.995734,-0.850217,-0.526432,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-11-23,5.9,18.7,17.2,39.0,26.0,20.0,56.0,42.0,1023.0,1023.6,5.0,8.0,11.8,18.1,1.0,0.0,0.866025,-0.5,1.0,0.0,0.739009,0.673696,0.092268,0.995734,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-11-24,5.7,24.7,0.2,28.0,11.0,7.0,71.0,27.0,1026.1,1022.7,5.0,8.0,13.1,23.5,0.0,0.0,0.866025,-0.5,1.0,0.0,0.092268,-0.995734,-0.602635,0.798017,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-11-25,10.4,29.1,0.0,39.0,2.0,4.0,52.0,30.0,1021.4,1017.9,4.0,8.0,19.1,27.9,0.0,1.0,0.866025,-0.5,1.0,0.0,0.092268,-0.995734,-0.273663,-0.961826,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-11-26,16.7,20.6,17.2,44.0,15.0,20.0,99.0,93.0,1012.1,1008.1,8.0,8.0,17.5,19.2,1.0,1.0,0.866025,-0.5,1.0,0.0,0.092268,0.995734,-0.850217,0.526432,-0.273663,-0.961826,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-11-27,15.0,25.4,2.6,65.0,22.0,22.0,99.0,60.0,1008.3,1006.4,8.0,8.0,16.6,23.6,1.0,1.0,0.866025,-0.5,1.0,0.0,-0.602635,0.798017,-0.982973,-0.18375,-0.273663,-0.961826,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-11-28,8.7,18.1,12.2,48.0,28.0,26.0,81.0,98.0,1003.2,1000.7,6.0,8.0,12.4,12.9,1.0,1.0,0.866025,-0.5,1.0,0.0,-0.273663,0.961826,-0.982973,-0.18375,-0.982973,0.18375,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-11-29,9.9,18.2,15.0,43.0,20.0,20.0,92.0,72.0,1002.0,1005.2,7.0,8.0,12.4,14.3,1.0,0.0,0.866025,-0.5,1.0,0.0,0.739009,-0.673696,-0.982973,0.18375,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-11-30,10.3,18.2,1.0,48.0,30.0,31.0,80.0,54.0,1014.5,1015.0,6.0,5.0,12.2,16.1,0.0,0.0,0.866025,-0.5,1.0,0.0,-0.273663,-0.961826,0.739009,0.673696,-0.602635,-0.798017,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-12-01,7.9,18.6,0.4,46.0,26.0,24.0,57.0,48.0,1020.7,1019.5,3.0,8.0,13.1,17.5,0.0,0.0,1.0,0.0,1.0,0.0,-0.273663,-0.961826,0.739009,0.673696,-0.602635,-0.798017,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-12-02,7.0,25.0,0.0,35.0,24.0,13.0,59.0,29.0,1020.3,1018.0,0.0,8.0,16.0,23.4,0.0,0.0,1.0,0.0,1.0,0.0,-0.273663,0.961826,-0.982973,-0.18375,0.445738,-0.895163,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-12-03,12.8,28.6,0.0,72.0,30.0,37.0,38.0,61.0,1014.4,1013.6,7.0,2.0,19.0,19.9,0.0,0.0,1.0,0.0,1.0,0.0,0.092268,0.995734,-0.982973,-0.18375,0.932472,0.361242,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-12-04,4.8,21.0,0.0,35.0,20.0,19.0,67.0,32.0,1019.6,1017.5,4.0,8.0,11.5,19.6,0.0,0.0,1.0,0.0,1.0,0.0,-0.850217,0.526432,-0.273663,0.961826,0.092268,0.995734,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-12-05,7.4,19.8,0.0,33.0,19.0,17.0,82.0,53.0,1016.5,1016.7,8.0,8.0,11.5,17.1,0.0,0.0,1.0,0.0,1.0,0.0,0.739009,0.673696,0.092268,0.995734,-0.850217,-0.526432,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-12-06,5.2,24.8,0.0,39.0,17.0,17.0,79.0,38.0,1017.0,1013.8,7.0,8.0,11.9,22.1,0.0,0.0,1.0,0.0,1.0,0.0,-0.850217,-0.526432,-0.982973,0.18375,0.092268,0.995734,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-12-07,9.9,20.7,0.0,28.0,11.0,11.0,69.0,47.0,1012.6,1012.4,4.0,2.0,14.8,18.9,0.0,1.0,1.0,0.0,1.0,0.0,0.739009,-0.673696,-0.982973,0.18375,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-12-08,10.0,16.7,10.0,39.0,22.0,17.0,98.0,70.0,1008.8,1008.5,8.0,8.0,10.0,13.4,1.0,1.0,1.0,0.0,1.0,0.0,0.739009,-0.673696,-0.982973,0.18375,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-12-09,2.5,20.9,3.2,46.0,24.0,22.0,66.0,41.0,1010.9,1007.7,3.0,8.0,11.6,19.0,1.0,0.0,1.0,0.0,1.0,0.0,0.092268,0.995734,0.932472,0.361242,-0.982973,0.18375,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-12-10,8.3,20.0,0.0,61.0,17.0,30.0,68.0,72.0,1007.2,1005.7,8.0,8.0,13.3,14.7,0.0,1.0,1.0,0.0,1.0,0.0,0.739009,0.673696,-0.982973,-0.18375,0.092268,0.995734,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-12-11,5.6,18.5,1.6,46.0,19.0,22.0,78.0,43.0,1016.8,1017.7,6.0,6.0,9.7,15.6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.850217,-0.526432,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-12-12,8.5,19.4,0.0,46.0,20.0,20.0,82.0,57.0,1019.4,1017.9,8.0,8.0,12.4,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.850217,-0.526432,0.932472,0.361242,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-12-13,11.0,18.9,0.6,35.0,17.0,19.0,98.0,65.0,1020.2,1019.9,7.0,8.0,12.3,17.4,0.0,0.0,1.0,0.0,1.0,0.0,0.739009,-0.673696,0.092268,0.995734,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
